scenario,control_case,control_case_name,duration_s,final_x_m,final_y_m,final_psi_deg,max_abs_y_error_m,rms_y_error_m,mean_Vx_m_s,max_abs_Vy_m_s,max_abs_beta_deg,max_abs_r_rad_s,max_abs_ay_m_s2,max_abs_Mz_cmd_Nm,control_effort_Mz_Nm_s,max_abs_Mz_applied_Nm,control_effort_Mz_applied_Nm_s,max_abs_Mz_tracking_error_Nm,mean_total_wheel_torque_Nm,max_abs_wheel_torque_Nm,max_abs_T_FL_Nm,max_abs_T_FR_Nm,max_abs_T_RL_Nm,max_abs_T_RR_Nm,max_abs_torque_difference_RL_Nm,max_abs_total_torque_saturation_error_Nm,min_mu,mean_mu,time_beta_over_3deg_s,time_abs_beta_above_3deg_s
low_mu_lane_change,2,torque_vectoring,12,280.427926798669,-3.00152696868413,0.00507894367679026,3.34544555168557,1.34960707580158,18.8148457678336,0.181245662402438,0.501953828750183,0.219688843200911,5.03896452387962,6579.77133389567,1925.39947020848,6579.77133389567,1925.39947020848,1.81898940354586e-12,1200,1168.52981607423,437.187384000333,879.019877382819,568.529816074228,1168.52981607423,2895.09938691409,2.27373675443232e-13,0.45,0.808973807936262,0,0
