scenario,control_case,control_case_name,duration_s,final_x_m,final_y_m,final_psi_deg,max_abs_y_error_m,rms_y_error_m,mean_Vx_m_s,max_abs_Vy_m_s,max_abs_beta_deg,max_abs_r_rad_s,max_abs_ay_m_s2,max_abs_Mz_cmd_Nm,control_effort_Mz_Nm_s,mean_total_wheel_torque_Nm,max_abs_wheel_torque_Nm,max_abs_T_FL_Nm,max_abs_T_FR_Nm,max_abs_T_RL_Nm,max_abs_T_RR_Nm,max_abs_torque_difference_RL_Nm,time_beta_over_3deg_s
low_mu_lane_change,0,without_control,12,272.626960223034,62.1820712234006,14.6165415274664,62.1820712234006,26.051751815134,21.6970772581522,0.407277840497586,1.45845633435713,0.426233642953631,6.80501537858898,20000,16714.1934845139,1200,300,300,300,300,300,0,0
